"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Claudio, Alex","592222","2020","81",18.5,7.4,".301",".274",30.5,3.4,25.4,"68.952283448","91.346330862",25.9,44.4
"Covey, Dylan","592229","2020","60",18.3,3.3,".342",".307",27.7,6.4,40.4,"79.368304583","93.924330213",17.6,50.2
"Crichton, Stefan","592233","2020","109",21.1,8.3,".283",".302",32.9,1.4,39.7,"79.233372222","93.515925278",22.1,45
"De León, José","592254","2020","35",28.6,31.4,".384",".395",35.7,7.1,14.3,"76.378938571","91.814345714",37.7,37.9
"Foltynewicz, Mike","592314","2020","16",18.8,25,".601",".436",22.2,33.3,33.3,"74.026796","93.148082222",14.3,40
"Gausman, Kevin","592332","2020","245",32.2,6.5,".283",".291",34.2,7.4,36.9,"76.682279595","93.725435608",33.1,50.9
"González, Chi Chi","592346","2020","91",17.6,11,".381",".372",35.5,4.8,46.8,"82.473467","95.73199661",18.5,43.5
"Gray, Jon","592351","2020","174",12.6,6.3,".347",".363",38.1,7.9,46,"80.688760571","94.375783165",22,47
"Hembree, Heath","592390","2020","90",22.2,8.9,".470",".427",40,20,38.3,"79.374904667","94.3181065",26.9,50.1
"Jackson, Luke","592426","2020","132",15.2,9.8,".371",".326",22.7,3.1,38.1,"80.024586122","94.416940515",23.1,48
"Kickham, Mike","592464","2020","70",24.3,7.1,".446",".368",34.8,15.2,37,"79.083481304","94.728798913",27.3,50.4
"Kolarek, Adam","592473","2020","72",18.1,5.6,".194",".252",18.2,0,20,"72.769549259","91.573795926",17.6,47.2
"Lewicki, Artie","592499","2020","18",27.8,5.6,".477",".277",66.7,8.3,41.7,"86.712851667","93.503776667",31.4,61.4
"Osich, Josh","592612","2020","86",27.9,5.8,".354",".306",29.1,7.3,38.2,"72.631073214","93.679252182",26.4,48.7
"Plutko, Adam","592644","2020","116",12.9,6,".352",".339",35.5,7.5,33.3,"78.679341522","93.523017692",23.3,52.9
"Ray, Robbie","592662","2020","251",27.1,17.9,".390",".379",38,13.1,46,"81.886657353","95.147485294",32.9,40.9
"Shreve, Chasen","592741","2020","102",33.3,11.8,".286",".287",33.9,5.4,41.1,"80.949592222","94.983542963",37.4,48.1
"Smith, Caleb","592761","2020","60",25,20,".283",".356",27.3,9.1,39.4,"82.12431375","93.550180625",35.1,42.7
"Smyly, Drew","592767","2020","111",37.8,8.1,".248",".295",41.7,13.3,45,"81.171065667","94.369069153",34.5,46.9
"Stanek, Ryne","592773","2020","48",22.9,16.7,".388",".362",27.6,13.8,44.8,"78.044285714","95.186490357",33.7,47.1
"Thornburg, Tyler","592804","2020","32",31.3,15.6,".286",".322",41.2,5.9,41.2,"85.596502222","92.810677647",32.2,40.1
"Triggs, Andrew","592811","2020","39",17.9,15.4,".373",".373",23.1,11.5,50,"81.976855385","94.670197308",13.8,35.2
"Velasquez, Vince","592826","2020","154",29.9,11,".349",".319",30.7,8,39.8,"75.895194773","94.006673636",26.6,48.6
"Wahl, Bobby","592833","2020","11",9.1,0,".608",".522",50,20,50,"90.427066","96.44061",27.8,47.4
"Walker, Taijuan","592836","2020","225",22.2,8.4,".291",".340",40.1,7.2,32.9,"78.446220526","93.25322404",20.5,42.4
"Wick, Rowan","592858","2020","74",27,8.1,".310",".320",37.5,10.4,39.6,"80.024437083","94.353599375",25.4,46.7
"Williams, Taylor","592865","2020","67",29.9,10.4,".317",".312",27,8.1,40.5,"77.390587222","95.044207222",31.9,42.6
"Williams, Trevor","592866","2020","252",19.4,8.3,".382",".342",33.7,6.7,36,"75.560006897","93.408938621",24.1,48.5
"Wojciechowski, Asher","592879","2020","168",18.5,8.9,".399",".362",40.3,7.6,33.6,"78.330442881","93.300485593",25.6,46.4
"Feliz, Michael","593140","2020","12",16.7,16.7,".563",".455",57.1,0,42.9,"87.72486","93.499772857",27.8,29.5
"Rodríguez, Richard","593144","2020","93",36.6,5.4,".237",".276",23.5,7.8,51,"82.6070428","95.3731422",36,45.4
"Martinez, Carlos","593372","2020","104",16.3,9.6,".428",".370",31.6,6.6,44.7,"76.463549211","94.763601733",19.6,47
"Montas, Frankie","593423","2020","237",25.3,9.7,".346",".330",37.9,7.8,35.3,"77.745635733","93.294562867",28.6,45.1
"Neris, Héctor","593576","2020","103",26.2,12.6,".300",".302",34.9,6.3,39.7,"79.79038871","93.73716459",38.7,46.6
"Tapia, Domingo","593619","2020","19",21.1,10.5,".336",".217",7.7,0,46.2,"82.241524286","93.445818462",27,46.3
"Suero, Wander","593833","2020","102",27.5,9.8,".283",".301",34.4,8.2,27.9,"78.912134667","93.1358245",32.5,53.3
"Peralta, Wandy","593974","2020","114",21.9,9.6,".291",".321",32.9,3.9,30.3,"74.925613243","92.275540685",28.9,47.5
"Mayers, Mike","594577","2020","121",35.5,7.4,".219",".239",32.4,5.9,38.2,"79.274225588","93.595444478",35.5,45.1
"Dayton, Grant","594795","2020","117",27.4,9.4,".286",".303",31.5,9.6,31.5,"77.294870556","92.931156944",29.2,48.2
"deGrom, Jacob","594798","2020","268",38.8,6.7,".246",".256",30.1,9.6,33.6,"77.995876806","93.342833889",40.7,54.1
"Gonzales, Marco","594835","2020","277",23.1,2.5,".265",".301",36.6,8.4,34.3,"75.196540909","93.023268939",19.6,47.8
"Grace, Matt","594840","2020","10",20,20,".726",".408",16.7,33.3,50,"86.416226667","96.071834",31.6,52.8
"Ponce de Leon, Daniel","594965","2020","143",31.5,14,".323",".338",31.6,9.2,40.8,"77.435585263","94.069405467",31.4,46.3
"Ryan, Kyle","594986","2020","66",16.7,9.1,".377",".310",32.7,8.2,38.8,"75.81495","94.120522245",16.5,45.1
"Sadler, Casey","594987","2020","86",24.4,14,".314",".317",32.1,3.8,26.4,"78.328408846","92.374238431",30,43.1
"Smith, Josh A.","595001","2020","121",14.9,9.1,".364",".332",34.1,3.3,30.8,"77.225404667","92.794916333",22.5,50
"Treinen, Blake","595014","2020","107",20.6,7.5,".275",".276",22.7,1.3,32,"71.750746842","93.087776",22.8,51
"Sherriff, Ryan","595411","2020","34",5.9,5.9,".197",".253",10,0,23.3,"74.432198667","91.778992",10,47.6
"Winkler, Dan","595465","2020","76",23.7,14.5,".286",".335",39.1,8.7,32.6,"72.270585","93.507661395",27.4,48.8
"Burdi, Nick","595897","2020","10",40,20,".316",".323",50,25,25,"71.70071","91.2189425",35,43.5
"Cole, A.J.","595918","2020","95",21.1,9.5,".290",".243",22.7,3,27.3,"76.848460909","92.383220462",27.3,47.9
"Curtiss, John","595928","2020","99",25.3,3,".267",".293",33.3,7.2,42,"83.357860882","94.727254559",24.4,55.5
"Junis, Jakob","596001","2020","114",16.7,5.3,".401",".357",34.5,8,35.6,"77.805623721","94.149680814",20.3,48.7
"McClain, Reggie","596035","2020","29",6.9,10.3,".409",".314",25,0,37.5,"76.7351875","92.2158025",18.8,49
"Mengden, Daniel","596043","2020","58",17.2,12.1,".372",".318",22.5,5,50,"84.725172","94.49614925",19.6,44.2
"Norris, Daniel","596057","2020","116",24.1,6,".278",".296",28.7,7.5,45,"80.658385128","94.806492692",27.6,47.3
"Shafer, Justin","596101","2020","30",16.7,13.3,".460",".497",50,20,40,"77.888902","94.261229",22.9,42.9
"Stephenson, Robert","596112","2020","43",30.2,7,".495",".376",38.5,23.1,53.8,"81.326227692","95.022726923",39.5,48.9
"Weaver, Luke","596133","2020","236",23.3,7.6,".368",".333",36.4,9.3,42,"79.435491","94.356294875",24.8,47.9
"Gomber, Austin","596295","2020","119",22.7,12.6,".262",".309",36,2.7,33.3,"81.383197297","93.554196486",26.5,42.4
"Neverauskas, Dovydas","596720","2020","89",25.8,11.2,".398",".355",35.7,8.9,48.2,"81.114818929","94.893726727",32.5,42.2
"Barnes, Matt","598264","2020","102",30.4,13.7,".312",".343",32.7,10.9,45.5,"80.889388148","95.42755434",28.6,43.1
"Ramirez, Nick","598286","2020","46",23.9,8.7,".302",".305",36.7,6.7,26.7,"73.883294667","91.563348333",23.5,43.5
"Ramirez, Noé","598287","2020","85",16.5,10.6,".266",".311",27.9,4.9,39.3,"75.339229","93.847407833",25.2,44.9
"Del Pozo, Miguel","600887","2020","25",8,32,".491",".583",53.3,26.7,66.7,"89.845028571","99.734304286",26.2,38.2
"Leclerc, José","600917","2020","10",30,20,".352",".343",60,0,60,"85.54952","96.025575",43.8,34
"Rosario, Randy","600968","2020","21",19,14.3,".498",".460",46.2,7.7,38.5,"83.321181429","94.893656923",18.2,38.8
"Pivetta, Nick","601713","2020","71",23.9,8.5,".384",".362",42.6,10.6,42.6,"82.054399583","95.135022766",24.1,47.2
"Barlow, Scott","605130","2020","125",31.2,7.2,".295",".313",36,8,41.3,"73.522600811","94.13214527",37.6,46.7
"Bassitt, Chris","605135","2020","261",21.1,6.5,".287",".301",28.9,5.9,37.4,"77.390751957","93.869726848",23,46.4
"Benjamin, Wes","605138","2020","98",21.4,7.1,".322",".301",30,7.1,44.3,"81.793167353","94.185916471",26.6,49.4
"Black, Ray","605143","2020","14",21.4,21.4,".276",".326",25,12.5,25,"78.581015","91.4270125",23.1,38.8
"Bradley, Archie","605151","2020","73",24.7,4.1,".279",".312",39.2,9.8,33.3,"76.093051154","92.813010392",22.8,46
"Brewer, Colten","605155","2020","122",20.5,11.5,".385",".416",37.8,14.6,40.2,"76.66502325","95.19616475",22.4,49.4
"Bundy, Dylan","605164","2020","267",27,6.4,".268",".270",30.6,4.6,32.9,"75.951830235","93.090558935",29.3,45
"Chafin, Andrew","605177","2020","45",28.9,11.1,".358",".342",44.4,7.4,37,"75.357742308","93.037639615",26,39.7
"Clevinger, Mike","605182","2020","162",24.7,8.6,".308",".332",42.1,7.5,34.6,"77.807444717","93.431124286",30.4,45.6
"Crick, Kyle","605195","2020","29",24.1,13.8,".322",".332",50,0,22.2,"65.141737778","91.244274444",31.1,39.1
"Davies, Zach","605200","2020","276",22.8,6.9,".273",".344",36.1,10.3,36.6,"76.024619043","93.652096862",25.5,41.7
"Edwards Jr., Carl","605218","2020","17",35.3,5.9,".206",".152",10,0,50,"84.767774","94.094997",41.7,42.9
"Fry, Jace","605240","2020","83",28.9,14.5,".314",".307",38.3,6.4,44.7,"80.7004625","94.316578723",34.1,40.7
"Fulmer, Michael","605242","2020","136",14.7,8.8,".440",".418",37.9,9.7,44.7,"80.315379","95.08513404",19.2,43.4
"Hess, David","605276","2020","32",3.1,6.3,".408",".381",31,10.3,35.7,"82.264626429","92.810103571",7.7,55.6
"Houser, Adrian","605288","2020","246",17.9,8.5,".353",".332",29.4,5.6,32.8,"74.6402825","92.993536989",22.3,49
"Kela, Keone","605309","2020","10",30,10,".444",".195",0,0,33.3,"92.42787","97.01115",25,50.9
"Leibrandt, Brandon","605335","2020","36",8.3,19.4,".195",".312",30.8,3.8,38.5,"81.604815385","93.002054231",14.7,45.3
"López, Jorge","605347","2020","174",16.1,6.9,".348",".358",30.5,9.2,49.6,"83.453311094","95.853375391",21.2,42.4
"Marshall, Evan","605359","2020","93",32.3,7.5,".241",".237",32.1,0,33.9,"77.976228148","93.478277963",34.5,50.5
"Morgan, Adam","605388","2020","58",27.6,10.3,".360",".342",33.3,13.9,36.1,"77.303429444","94.050758857",33,47
"Musgrove, Joe","605397","2020","166",33.1,9.6,".308",".275",32.3,5.4,32.3,"73.233508478","92.559280879",33,46.4
"Nola, Aaron","605400","2020","289",33.2,8,".272",".283",34.5,5.4,38.1,"76.996211205","93.982298795",31.2,47.1
"Ríos, Yacksel","605441","2020","17",17.6,11.8,".302",".317",27.3,0,27.3,"69.939418333","91.432296364",34.6,41.9
"Rodríguez, Dereck","605446","2020","24",8.3,12.5,".576",".548",63.2,15.8,36.8,"81.505839","93.548252105",7.1,45.7
"Romano, Jordan","605447","2020","57",36.8,8.8,".230",".254",25.8,9.7,51.6,"84.346276875","94.887779355",43.8,47.3
"Smith, Josh D.","605479","2020","10",40,10,".537",".355",33.3,0,66.7,"65.685345","94.749716667",30.8,30.2
"Sneed, Cy","605482","2020","83",25.3,12,".390",".319",40.4,7.7,34.6,"77.5560468","92.9098678",24.5,47.3
"Snell, Blake","605483","2020","203",31,8.9,".312",".310",35.2,9.8,36.9,"76.379892333","93.60301225",33.7,47.6
"Springs, Jeffrey","605488","2020","99",28.3,7.1,".405",".345",41.3,12.7,36.5,"73.711112581","93.670309355",37.6,48.6
"Suárez, Andrew","605498","2020","42",11.9,14.3,".340",".481",45.2,19.4,51.6,"82.7084125","95.710090645",16,44.1
"Tarpley, Stephen","605501","2020","53",20.8,15.1,".395",".340",25.8,6.5,38.7,"79.063482857","94.119391071",23,40.9
"Turnbull, Spencer","605513","2020","242",21.1,12,".296",".354",30,6.3,43.8,"81.291830641","94.939800903",28.2,43.5
"Wendelken, J.B.","605525","2020","106",29.2,10.4,".247",".265",23.8,4.8,31.7,"74.414706129","92.817748065",26.6,45
"Wisler, Matt","605538","2020","107",32.7,13.1,".262",".255",25,3.6,28.6,"75.903976786","92.490227091",36.1,45.3
"Woodruff, Brandon","605540","2020","293",31.1,6.1,".264",".264",26.1,7.2,33.9,"74.869262273","93.347296343",28.9,48.3
"Perdomo, Luis","606131","2020","74",21.6,13.5,".313",".314",22.9,6.3,37.5,"78.871054583","93.706834894",26.4,43.8
"Gallegos, Giovanny","606149","2020","57",36.8,7,".214",".294",37.5,9.4,40.6,"82.832540667","95.417987667",38.1,58.5
"Montero, Rafael","606160","2020","72",26.4,8.3,".283",".339",44.4,15.6,44.4,"75.906160455","94.597414545",25,45.7
"Payamps, Joel","606303","2020","13",15.4,23.1,".324",".550",62.5,25,87.5,"95.3536625","100.29301625",23.5,28.8
"García, Jarlín","606424","2020","74",18.9,10.8,".230",".285",28,4,36,"78.439298","93.0973074",15.8,40.1
"Barnes, Jacob","606930","2020","78",30.8,5.1,".310",".323",41.7,6.3,47.9,"80.63386","94.627657021",33.6,48.2
"Carroll, Cody","606944","2020","21",14.3,23.8,".630",".435",50,0,66.7,"89.909401667","97.876739167",14.7,41
"Devenski, Chris","606965","2020","21",23.8,14.3,".480",".331",30.8,7.7,46.2,"80.351084286","95.010886923",29.3,45.1
"Hart, Kyle","606996","2020","67",19.4,14.9,".507",".492",50,13.6,45.5,"78.639171905","95.838154286",26.2,39.6
"Rea, Colin","607067","2020","62",16.1,3.2,".301",".335",34,6,40,"78.3903476","94.146065",17.4,47.7
"Rodón, Carlos","607074","2020","35",17.1,8.6,".390",".369",44,8,40,"78.537746154","93.7539888",23.3,45.1
"Weems, Jordan","607179","2020","58",31,12.1,".268",".309",39.4,12.1,33.3,"81.312122","93.520011",32.3,43.2
"Glasnow, Tyler","607192","2020","238",38.2,9.2,".289",".274",32,8.8,42.4,"80.449045323","94.735060081",32.6,46.5
"Fedde, Erick","607200","2020","222",12.6,9.9,".328",".358",29,8.3,39.6,"78.413971084","94.515513273",15.3,41.6
"Gsellman, Robert","607229","2020","71",12.7,11.3,".459",".428",35.8,11.3,49.1,"75.717314074","95.479934151",16.4,46
"Gant, John","607231","2020","61",29.5,11.5,".216",".261",22.2,2.8,47.2,"77.932423529","94.589700294",32.7,44.6
"Garrett, Amir","607237","2020","69",37.7,10.1,".262",".279",25,11.1,41.7,"77.782485556","94.229236667",43.7,42.1
"Biagini, Joe","607352","2020","27",14.8,14.8,".524",".400",42.1,5.3,52.6,"84.770943","95.843625789",28.3,39
"Tropeano, Nick","607374","2020","66",28.8,6.1,".294",".317",39,7.3,43.9,"83.465331","95.0927885",33.3,44.6
"Mazza, Chris","607391","2020","136",21.3,11,".348",".371",44.4,5.6,31.1,"75.689251556","92.627069438",28.8,47.8
"Banda, Anthony","607455","2020","36",11.1,13.9,".471",".424",32,12,40,"77.763923333","94.022422917",23.6,39.6
"Bummer, Aaron","607481","2020","38",36.8,13.2,".208",".263",21.1,5.3,47.4,"85.584376","96.150862105",35,38.7
"Freeland, Kyle","607536","2020","304",15.1,7.6,".335",".344",31.9,5.6,35.8,"75.81297469","93.455217035",20.5,45.9
"Guilbeau, Taylor","607555","2020","36",8.3,16.7,".342",".363",33.3,0,33.3,"80.948444615","92.648141923",13.5,40
"Harper, Ryne","607560","2020","110",22.7,8.2,".363",".334",36,9.3,34.7,"76.143398378","92.888673243",20.4,46.8
"Howard, Sam","607572","2020","90",30,10,".329",".301",35.3,3.9,35.3,"76.0098188","93.7129648",34.9,46.8
"Lugo, Seth","607625","2020","160",29.4,6.3,".346",".331",37.6,8.9,42.6,"78.639008235","94.976551188",29.8,47.9
"Means, John","607644","2020","176",23.9,4,".304",".269",21.1,8.1,37.4,"76.307724754","94.067238279",26.3,50.6
"Estévez, Carlos","608032","2020","116",23.3,7.8,".420",".370",44.2,11.7,46.8,"82.32576","95.195431558",25.1,49.3
"De Jong, Chase","608328","2020","38",23.7,10.5,".429",".406",37.5,8.3,25,"82.698536667","93.175233478",31.3,44.8
"Fried, Max","608331","2020","224",22.3,8.5,".276",".263",28.5,3.3,23.8,"70.900345342","91.972286027",25.5,47.6
"Fulmer, Carson","608334","2020","46",23.9,10.9,".308",".304",21.4,7.1,39.3,"82.365432857","94.1576175",32.1,44.7
"Funkhouser, Kyle","608335","2020","81",14.8,13.6,".397",".385",39.7,5.2,39.7,"79.942747931","94.810602105",23,43.6
"Giolito, Lucas","608337","2020","288",33.7,9.7,".257",".270",33.5,5.6,35.4,"75.1833505","93.575196101",36.6,50.7
"Irvin, Cole","608344","2020","22",18.2,4.5,".570",".404",35.3,5.9,52.9,"80.115214444","95.584922941",14,52.4
"Knebel, Corey","608349","2020","62",24.2,12.9,".392",".313",33.3,12.8,30.8,"75.416432","93.405139231",21.4,39.2
"Sims, Lucas","608371","2020","104",32.7,11.5,".257",".229",20,1.8,34.5,"76.777138889","93.009383148",35,39.4
"Wacha, Michael","608379","2020","156",23.7,4.5,".398",".326",38.2,8.2,43.6,"75.613061296","94.394045888",24.5,50.9
"Márquez, Germán","608566","2020","344",21.2,7.3,".292",".315",32.9,4.9,40.2,"77.797894754","94.009115432",26.3,49
"Duffey, Tyler","608648","2020","92",33.7,6.5,".217",".258",29.6,3.7,53.7,"85.659922222","95.714488302",36.2,47.3
"Farrell, Luke","608652","2020","27",29.6,18.5,".402",".385",23.1,23.1,46.2,"84.192303333","95.529970909",29.8,39.5
"Graveman, Kendall","608665","2020","77",19.5,10.4,".304",".299",27.8,3.7,38.9,"83.627368148","94.282265849",18.6,39.2
"Leone, Dominic","608678","2020","47",34,10.6,".430",".402",61.5,19.2,50,"71.879156923","95.643252692",36.8,49.7
"Stratton, Chris","608717","2020","131",29.8,9.9,".286",".294",26.6,8.9,40.5,"79.812806","93.97970519",35,46.4
"Suter, Brent","608718","2020","129",29.5,3.9,".280",".265",30.6,4.7,30.6,"71.365023095","93.031964458",31.1,47.3
"Voth, Austin","608723","2020","225",19.6,8,".385",".356",36.5,9.4,43.4,"78.26105443","94.458397975",22,47.7
"Castro, Miguel","612434","2020","115",33,11.3,".357",".300",30.2,4.8,46,"81.22961625","95.059935238",30.9,46.3
"Adams, Austin","613534","2020","17",41.2,11.8,".302",".252",12.5,12.5,37.5,"69.9532725","93.42650375",48,33.8
"Ruiz, José","614179","2020","14",35.7,0,".204",".193",22.2,11.1,33.3,"79.053474","92.363523333",20.7,48.3
"Quantrill, Cal","615698","2020","135",23,5.9,".305",".316",29.3,7.6,31.5,"74.954602","92.699257528",24.8,44.8
"Mujica, José","620445","2020","23",4.3,8.7,".571",".525",40,5,45,"81.474739","95.161217",11.4,46.7
"Reyes, Alex","621052","2020","86",31.4,16.3,".281",".288",35.6,8.9,28.9,"75.929288636","92.547942558",34,43.9
"Kaprielian, James","621076","2020","17",23.5,11.8,".419",".429",36.4,36.4,54.5,"78.995613333","94.793550909",37.5,45.1
"Lail, Brady","621078","2020","71",16.9,9.9,".346",".331",24,8,46,"81.2058684","94.8643718",17.1,43
"Waguespack, Jacob","621097","2020","90",17.8,10,".391",".341",33.3,4.8,25.4,"77.491155333","92.655144915",24.7,45.8
"Eflin, Zach","621107","2020","245",28.6,6.1,".325",".283",27,7.5,32.7,"76.259577436","93.336786452",24,48.4
"Buehler, Walker","621111","2020","147",28.6,7.5,".261",".290",28,6.5,36.6,"80.605865778","93.802609778",28.4,46.3
"Blackburn, Paul","621112","2020","14",14.3,14.3,".466",".274",20,0,30,"75.194228","92.274394",10.5,39.6
"McCullers Jr., Lance","621121","2020","227",24.7,8.8,".308",".327",30.8,10.3,34.9,"79.549102222","93.617136736",29.5,40.6
"Cody, Kyle","621129","2020","92",19.6,14.1,".270",".284",24.6,3.3,34.4,"79.196683871","93.603630328",21.2,42.2
"Kriske, Brooks","621139","2020","22",36.4,31.8,".393",".376",57.1,14.3,42.9,"82.9719725","93.804507143",39.1,42.2
"Lockett, Walker","621141","2020","73",15.1,5.5,".362",".344",32.1,3.6,28.6,"75.545072857","92.765924182",20,52.2
"Buttrey, Ty","621142","2020","112",16.1,8,".344",".324",34.5,7.1,41.7,"80.4886","94.340379639",20,47.9
"Mills, Alec","621219","2020","252",18.3,7.5,".316",".342",30.8,9.2,39.5,"74.541613913","93.6962775",17.9,44.3
"Alvarado, José","621237","2020","45",28.9,13.3,".367",".388",37.5,16.7,33.3,"76.23287","92.975065",28,42.3
"Díaz, Edwin","621242","2020","109",45.9,11.9,".272",".242",38.6,6.8,38.6,"75.634411364","92.910569773",47.8,47.6
"Berríos, José","621244","2020","271",25.1,9.6,".307",".322",33.3,6.3,39.7,"77.429804186","94.264088947",27.3,45.9
"Underwood Jr., Duane","621249","2020","88",30.7,6.8,".390",".324",42.6,9.3,46.3,"84.218061111","94.640612963",36.2,45.4
"Oswalt, Corey","621261","2020","55",20,3.6,".368",".366",34.1,17.1,48.8,"80.979617143","95.312229024",29.4,45.7
"Bacus, Dakota","621290","2020","57",12.3,15.8,".359",".360",26.8,2.4,41.5,"75.89045381","93.958202439",24,46.2
"Heller, Ben","621294","2020","27",22.2,7.4,".364",".376",47.1,5.9,35.3,"79.49717","93.523843529",26.5,44.1
"Wittgren, Nick","621295","2020","98",28.6,6.1,".300",".333",42.4,10.2,37.3,"79.265958621","93.945088966",28.5,47.5
"Minter, A.J.","621345","2020","85",28.2,10.6,".260",".264",34.6,3.8,23.1,"72.900429231","92.239928039",29.1,49.4
"Borucki, Ryan","621366","2020","73",28.8,16.4,".284",".286",35,7.5,32.5,"77.62815","93.515838",32.2,44.4
"Hearn, Taylor","621368","2020","76",30.3,14.5,".295",".279",34.1,4.9,36.6,"81.693347143","93.886115854",24.5,41.8
"Strahm, Matt","621381","2020","83",18.1,4.8,".275",".330",33.9,5.1,33.9,"74.462567","93.165051186",21.9,47.4
"Young, Alex","622065","2020","204",19.1,6.9,".361",".378",41.3,12.7,40.7,"79.834825067","94.424558792",24.4,49.3
"Wood, Alex","622072","2020","65",23.1,9.2,".391",".338",39,4.9,26.8,"77.030426667","91.897185122",28.7,45.7
"Almonte, Yency","622075","2020","113",20.4,5.3,".293",".292",22.2,4.9,29.6,"77.233872","92.974334375",27.9,45.7
"Antone, Tejay","622088","2020","141",31.9,11.3,".261",".265",20.5,7.7,32.1,"74.612157949","93.393673077",34.2,41
"Zimmer, Kyle","622092","2020","91",28.6,11,".248",".275",31.5,5.6,29.6,"77.921872222","93.15714037",29.8,45.8
"Smith, Drew","622098","2020","29",24.1,6.9,".305",".344",35,10,25,"79.04988","92.703405263",39.3,51.4
